house_id,size_sqft,bedrooms,age,distance_city_km,price
26689,3687.0,3,46.0,22.53,547175.13
26690,1908.0,1,10.0,11.92,282430.94
26691,1669.0,0,8.0,29.48,237538.53
26692,1030.0,6,34.0,0.56,171972.68
26693,3212.0,7,49.0,47.86,466906.27
26694,3374.0,7,-5.0,48.39,527418.37
26695,1678.0,5,19.0,10.85,290869.05
26696,3846.0,5,56.0,4.36,595958.33
26697,2653.0,1,21.0,31.29,375868.36
26698,3064.0,5,65.0,36.61,463040.48
26699,3522.0,2,12.0,45.26,509962.34
26700,426.0,2,62.0,21.58,2248.38
26701,2340.0,3,,44.95,340233.96
26702,2037.0,2,12.0,37.23,262828.18
26703,2771.0,2,11.0,1.55,443889.89
26704,3091.0,7,53.0,34.72,
26705,1534.0,7,44.0,39.41,221531.65
26706,852.0,4,58.0,43.35,84861.57
26707,924.0,2,63.0,5.78,121162.73
26708,3452.0,2,-1.0,44.04,482034.84
26709,3119.0,2,46.0,10.53,461296.71
26710,2690.0,4,61.0,9.19,441693.47
26711,2862.0,2,17.0,35.59,400041.32
26712,3965.0,2,57.0,7.14,582679.88
26713,3531.0,2,-5.0,11.99,525988.32
26714,801.0,6,39.0,1.91,173351.95
26715,1527.0,3,58.0,11.97,250805.07
26716,3712.0,2,-1.0,44.74,526637.34
26717,3489.0,three,48.0,22.66,545525.19
26718,2859.0,6,-2.0,31.02,452019.4
26719,2731.0,6,35.0,36.68,
26720,2893.0,1,49.0,48.99,342522.68
26721,3165.0,6,65.0,21.22,494395.15
26722,3489.0,4,44.0,34.17,522516.47
26723,2145.0,three,54.0,11.61,327355.67
26724,2850.0,0,33.0,47.11,356167.88
26725,2399.0,0,9.0,40.56,318799.42
26726,2701.0,3,59.0,17.95,401812.03
26727,1054.0,1,58.0,16.49,118914.14
26728,3399.0,6,12.0,4.41,542894.3
26729,1338.0,5,64.0,28.08,188081.91
26730,3985.0,4,13.0,13.58,620609.22
26731,3564.0,6,44.0,37.75,516826.94
26732,2422.0,3,3.0,21.0,352765.85
26733,2056.0,4,44.0,49.1,267678.18
26734,3049.0,1,38.0,33.4,399299.49
26735,3748.0,0,6.0,21.41,559488.79
26736,975.0,5,58.0,33.7,149059.53
26737,1264.0,7,15.0,49.98,213124.5
26738,564.0,1,54.0,38.85,21624.11
26739,2846.0,7,-3.0,45.96,464555.38
26740,2988.0,3,22.0,36.3,420929.89
26741,1890.0,3,-1.0,26.97,305891.26
26742,1462.0,2,2.0,3.2,229973.39
26743,3086.0,4,36.0,41.45,447879.22
26744,3401.0,2,65.0,40.71,469932.3
26745,3638.0,6,6.0,40.36,574651.62
26746,1410.0,7,55.0,27.25,254351.3
26747,2206.0,3,65.0,43.19,282595.22
26748,2247.0,0,10.0,43.93,291067.28
26749,1935.0,3,65.0,27.22,268963.06
26750,2221.0,3,40.0,46.38,299688.6
26751,2728.0,5,30.0,20.27,439835.35
26752,2123.0,1,46.0,17.07,296876.87
26753,1982.0,5,2.0,24.94,330293.2
26754,3808.0,5,57.0,15.56,568282.69
26755,2119.0,0,18.0,43.67,259976.99
26756,1388.0,1,69.0,7.2,158297.96
26757,3880.0,7,41.0,20.36,638639.39
26758,3901.0,0,14.0,15.59,590730.8
26759,1298.0,4,35.0,42.93,181700.79
26760,1061.0,3,53.0,14.12,170580.61
26761,2307.0,5,39.0,6.23,357456.77
26762,819.0,3,49.0,49.97,57032.41
26763,1797.0,6,68.0,3.13,280228.86
26764,3732.0,3,22.0,42.62,556972.96
26765,3767.0,5,42.0,16.89,582242.54
26766,2902.0,3,61.0,33.88,398350.99
26767,2218.0,3,69.0,6.27,315954.82
26768,,2,69.0,14.31,-18533.75
26769,891.0,7,34.0,3.14,196900.23
26770,2382.0,7,68.0,0.79,423234.54
26771,3037.0,1,66.0,39.93,411176.14
26772,1883.0,0,26.0,25.45,213589.49
26773,1502.0,2,62.0,12.77,198372.1
26774,2878.0,4,29.0,17.82,428554.27
26775,2423.0,7,17.0,34.65,390756.01
26776,3945.0,6,24.0,24.1,631885.05
26777,3906.0,0,15.0,23.13,544684.99
26778,3643.0,7,57.0,18.52,553152.85
26779,3332.0,5,45.0,39.57,496678.48
26780,2218.0,three,19.0,39.86,345181.81
26781,708.0,7,64.0,34.58,118397.49
26782,421.0,2,50.0,43.51,37420.31
26783,1060.0,3,53.0,39.23,97014.1
26784,3784.0,3,2.0,10.48,596213.69
26785,3076.0,4,22.0,,489693.94
26786,1857.0,1,44.0,36.14,246685.24
26787,"1,000",4,39.0,49.99,513434.27
26788,3772.0,4,25.0,7.28,570447.76
26789,3134.0,0,27.0,35.69,384667.7
26790,3686.0,6,29.0,24.41,556156.53
26791,3879.0,0,-1.0,18.26,543121.15
26792,3527.0,0,7.0,4.68,520390.2
26793,2516.0,4,10.0,7.92,408901.04
26794,3870.0,1,36.0,8.52,550093.8
26795,1713.0,2,14.0,30.28,261146.65
26796,1580.0,4,15.0,42.9,202883.03
26797,1524.0,6,56.0,41.41,219392.45
26798,562.0,2,35.0,43.93,53071.05
26799,2701.0,4,2.0,27.18,410626.73
26800,1704.0,4,43.0,31.51,211856.82
26801,3780.0,7,23.0,6.82,606370.86
26802,838.0,0,39.0,24.37,81237.55
26803,467.0,6,58.0,22.48,60833.28
26804,1961.0,2,13.0,27.08,275763.64
26805,3723.0,0,7.0,31.1,550903.11
26806,1525.0,5,53.0,16.66,227845.46
26807,3134.0,7,35.0,14.69,511254.66
26808,2443.0,0,3.0,18.49,325442.6
26809,531.0,0,57.0,5.03,74818.43
26810,1934.0,3,5.0,3.55,321861.33
26811,1933.0,1,16.0,6.57,276714.47
26812,2821.0,5,31.0,16.45,424752.95
26813,,6,48.0,17.81,15414.45
26814,1672.0,2,51.0,49.03,187779.15
26815,1854.0,0,69.0,26.0,213161.95
26816,1951.0,7,17.0,4.06,350550.55
26817,1335.0,7,63.0,10.82,219784.38
26818,2083.0,0,29.0,45.16,250977.95
26819,3717.0,0,22.0,48.93,497323.94
26820,2500.0,2,22.0,49.14,340794.72
26821,2851.0,6,56.0,15.62,450461.03
26822,2027.0,6,10.0,27.13,297257.19
26823,2310.0,5,69.0,47.63,298346.26
26824,1044.0,4,58.0,23.22,148888.35
26825,3781.0,1,6.0,8.83,553574.57
26826,577.0,5,10.0,2.08,130036.5
26827,3455.0,3,58.0,18.61,504304.13
26828,3005.0,1,27.0,27.45,409953.7
26829,2228.0,0,37.0,39.95,282566.35
26830,2376.0,1,60.0,34.3,314908.52
26831,2311.0,3,15.0,0.02,386438.59
26832,3998.0,4,9.0,8.61,604238.33
26833,3443.0,6,11.0,23.54,521988.36
26834,873.0,5,60.0,39.1,114808.59
26835,1283.0,4,50.0,3.56,210611.72
26836,2294.0,1,-3.0,33.86,317371.63
26837,3782.0,6,24.0,10.22,622910.16
26838,2816.0,2,32.0,24.75,421476.5
26839,1487.0,1,28.0,28.59,212608.86
26840,3885.0,4,30.0,18.94,614569.26
26841,3938.0,6,29.0,4.53,631541.41
26842,2878.0,7,41.0,21.05,454229.77
26843,2200.0,2,41.0,31.24,300378.91
26844,2309.0,0,39.0,43.29,274877.72
26845,3604.0,2,60.0,32.66,497417.9
26846,3116.0,3,49.0,39.47,428072.93
26847,623.0,1,15.0,20.55,50337.44
26848,594.0,7,60.0,8.44,127157.76
26849,3752.0,2,15.0,40.11,537312.21
26850,2033.0,0,29.0,36.55,261317.72
26851,844.0,7,9.0,28.34,161576.25
26852,3566.0,6,50.0,32.34,551241.83
26853,1406.0,1,39.0,44.01,142959.62
26854,3172.0,1,68.0,33.82,419596.8
26855,2555.0,6,54.0,11.32,386712.69
26856,1086.0,0,24.0,13.55,117393.57
26857,896.0,3,24.0,8.52,139044.21
26858,2556.0,1,15.0,5.82,379563.42
26859,3531.0,1,-5.0,34.05,509576.33
26860,2969.0,5,63.0,7.76,429689.15
26861,1073.0,7,39.0,0.58,199862.73
26862,524.0,2,9.0,21.1,67448.63
26863,1388.0,0,28.0,31.4,155078.25
26864,696.0,three,58.0,21.36,95233.77
26865,412.0,4,64.0,29.86,61206.84
26866,2699.0,4,32.0,36.84,389636.22
26867,1519.0,2,25.0,10.27,251714.95
26868,3881.0,0,47.0,21.19,532318.79
26869,1416.0,4,47.0,22.83,211329.83
26870,3254.0,7,6.0,21.01,534435.04
26871,2632.0,7,17.0,48.9,416536.47
26872,3623.0,1,56.0,12.98,510873.69
26873,"1,000",0,24.0,35.64,186224.86
26874,3134.0,6,31.0,24.98,479108.4
26875,3270.0,6,-5.0,38.46,524598.95
26876,3871.0,2,8.0,19.62,567288.28
26877,2036.0,7,41.0,34.2,320848.34
26878,2860.0,2,64.0,15.57,402571.25
26879,3483.0,3,31.0,45.95,498534.45
26880,788.0,2,7.0,39.18,74213.8
26881,507.0,4,30.0,46.35,45164.23
26882,3545.0,3,27.0,49.13,520238.41
26883,834.0,6,6.0,2.37,157286.86
26884,1371.0,5,39.0,47.64,210770.12
26885,3371.0,0,62.0,41.3,428905.35
26886,784.0,3,69.0,4.15,89605.48
26887,697.0,1,18.0,5.09,102069.3
26888,3817.0,5,63.0,20.89,558348.17
26889,625.0,2,7.0,15.47,104102.66
26890,3912.0,6,44.0,44.21,575120.44
26891,1728.0,5,67.0,17.31,247751.26
26892,2785.0,2,53.0,46.89,372507.21
26893,1004.0,2,27.0,37.07,122630.53
26894,1369.0,4,16.0,12.79,210317.44
26895,2732.0,,-5.0,40.99,353067.99
26896,3909.0,0,42.0,7.34,563112.9
26897,1586.0,4,35.0,23.4,258877.99
26898,1336.0,three,0.0,18.77,221541.22
26899,3714.0,2,64.0,48.19,496708.85
26900,2723.0,0,46.0,42.8,337374.35
26901,1688.0,,66.0,45.84,130108.38
26902,3930.0,0,13.0,27.54,562916.88
26903,3930.0,7,58.0,15.02,607873.71
26904,2166.0,0,-5.0,0.87,320213.1
26905,891.0,4,1.0,11.21,169865.41
26906,3332.0,2,9.0,23.89,508336.31
26907,455.0,2,33.0,39.73,35783.7
26908,1749.0,0,41.0,23.3,214269.72
26909,915.0,6,5.0,47.02,162428.25
26910,404.0,7,59.0,17.46,65996.54
26911,3989.0,1,-3.0,26.78,573879.75
26912,2371.0,4,-5.0,45.74,354176.63
26913,597.0,7,42.0,29.18,114283.71
26914,3970.0,1,52.0,29.12,546062.13
26915,863.0,0,62.0,1.23,67576.04
26916,1938.0,2,47.0,15.06,282807.75
26917,1919.0,2,43.0,34.82,242441.05
26918,582.0,4,51.0,36.11,54547.15
26919,2439.0,6,36.0,5.38,374666.04
26920,2399.0,2,45.0,20.65,336042.62
26921,2588.0,3,63.0,33.49,358542.13
26922,1454.0,,61.0,24.36,
26923,3035.0,6,62.0,8.18,479199.13
26924,2854.0,7,9.0,21.32,478633.98
26925,3657.0,5,55.0,38.03,544075.14
26926,3200.0,7,1.0,32.87,506750.93
26927,663.0,2,67.0,19.7,51033.76
26928,3537.0,3,4.0,0.97,543161.79
26929,1174.0,4,63.0,9.58,189336.14
26930,,2,66.0,44.23,-41983.74
26931,1189.0,6,46.0,0.27,223681.25
26932,2643.0,0,29.0,26.31,352758.57
26933,3260.0,2,69.0,28.19,450586.05
26934,2572.0,3,37.0,19.41,373451.19
26935,,5,45.0,1.62,25831.02
26936,2204.0,1,65.0,28.35,275803.45
26937,2734.0,0,67.0,46.05,326538.02
26938,,0,35.0,48.29,-96731.4
26939,3600.0,0,36.0,46.44,498737.09
26940,3970.0,5,-4.0,25.8,633739.75
26941,483.0,0,22.0,36.16,27893.06
26942,3156.0,1,28.0,25.06,455158.35
26943,1451.0,4,58.0,33.94,174255.39
26944,3890.0,1,60.0,3.81,541258.35
26945,587.0,4,28.0,36.58,89686.66
26946,1215.0,2,55.0,26.99,153235.25
26947,2369.0,4,42.0,41.05,341661.65
26948,2054.0,1,3.0,37.29,267626.11
26949,1271.0,5,-4.0,25.35,208461.97
26950,3671.0,0,52.0,15.12,491861.7
26951,1156.0,7,59.0,36.6,174732.82
26952,1977.0,6,-1.0,28.06,344859.88
26953,2732.0,5,36.0,22.01,441974.9
26954,1596.0,2,56.0,19.25,189607.43
26955,2734.0,7,36.0,35.64,446827.22
26956,2491.0,3,62.0,25.5,369648.1
26957,2843.0,0,37.0,41.87,372182.97
26958,1356.0,3,42.0,32.25,190126.37
26959,471.0,7,54.0,19.85,80632.6
26960,2255.0,5,21.0,37.36,329188.28
26961,3719.0,6,1.0,1.47,597005.64
26962,3595.0,4,54.0,14.18,574305.99
26963,2427.0,7,48.0,20.79,361073.22
26964,1638.0,0,41.0,26.0,201041.1
26965,3070.0,3,22.0,23.57,452165.7
26966,2675.0,7,50.0,35.58,400383.71
26967,1537.0,5,29.0,38.16,228662.63
26968,3426.0,3,64.0,0.07,529303.43
26969,2878.0,1,32.0,45.3,371021.8
26970,2565.0,0,51.0,2.97,363625.48
26971,2993.0,0,34.0,2.36,430654.68
26972,2190.0,5,14.0,9.58,369441.19
26973,2546.0,1,53.0,19.43,348277.57
26974,2682.0,6,-5.0,39.19,451033.53
26975,3612.0,7,33.0,13.73,582767.8
26976,2810.0,1,33.0,30.72,
26977,734.0,5,55.0,14.72,130482.53
26978,3565.0,7,-1.0,46.1,544897.39
26979,3384.0,4,22.0,40.87,501192.56
26980,2130.0,4,2.0,39.59,328066.95
26981,2985.0,1,10.0,32.3,414825.24
26982,2110.0,3,61.0,40.59,273616.31
26983,2987.0,5,50.0,20.83,419275.02
26984,975.0,2,8.0,14.49,146255.43
26985,2661.0,7,23.0,4.06,451475.8
26986,2049.0,3,46.0,23.83,271886.65
26987,2481.0,5,43.0,18.71,404780.67
26988,1497.0,6,53.0,33.89,227007.77
26989,3627.0,5,48.0,45.04,515497.01
26990,1279.0,3,,25.64,192214.36
26991,3153.0,6,38.0,38.44,469877.01
26992,2061.0,1,27.0,9.83,308135.28
26993,2679.0,3,20.0,35.03,387363.55
26994,2479.0,4,44.0,14.18,402418.14
26995,1871.0,0,29.0,33.37,232949.66
26996,2199.0,2,24.0,22.13,325419.3
26997,2473.0,4,36.0,42.69,349115.71
26998,1571.0,3,0.0,38.67,222389.12
26999,845.0,2,59.0,25.12,82825.56
27000,1282.0,3,47.0,4.59,196755.8
27001,1847.0,4,8.0,11.96,296193.08
27002,2168.0,0,-3.0,35.02,320557.67
27003,2850.0,1,45.0,4.69,416596.43
27004,3551.0,5,66.0,35.5,511550.13
27005,3957.0,3,26.0,45.27,552314.01
27006,3107.0,5,1.0,26.09,508482.84
27007,3337.0,1,23.0,45.41,439016.13
27008,2763.0,2,65.0,19.81,425494.23
27009,559.0,7,50.0,25.53,103590.77
27010,3663.0,5,52.0,,553989.51
27011,2571.0,6,12.0,6.28,424321.19
27012,1848.0,1,58.0,17.14,207534.37
27013,3928.0,7,47.0,25.08,636490.76
27014,925.0,3,3.0,43.53,137342.33
27015,1981.0,4,60.0,21.69,262262.29
27016,1134.0,6,35.0,35.12,171267.15
27017,826.0,4,21.0,,150002.91
27018,1753.0,3,58.0,3.51,264952.8
27019,2474.0,6,20.0,48.26,370825.92
27020,1514.0,4,61.0,44.52,215612.23
27021,2756.0,1,31.0,18.74,390140.22
27022,3590.0,6,21.0,4.75,589970.48
27023,3721.0,3,19.0,10.04,581757.76
27024,1108.0,6,22.0,9.59,218804.18
27025,1710.0,,53.0,11.72,201797.29
27026,1121.0,0,28.0,7.0,152988.28
27027,3505.0,7,47.0,21.86,565608.88
27028,2117.0,7,14.0,20.2,349984.91
27029,2523.0,3,13.0,29.54,365553.94
27030,2615.0,6,61.0,14.98,397095.72
27031,2314.0,6,3.0,40.14,361163.95
27032,1175.0,3,51.0,47.53,119437.86
27033,3072.0,6,-3.0,42.03,474116.52
27034,865.0,6,22.0,35.71,136934.34
27035,1449.0,7,57.0,35.09,215395.46
27036,2762.0,6,-5.0,44.28,426071.84
27037,3612.0,0,50.0,0.2,530428.67
27038,2180.0,4,19.0,16.91,336029.08
27039,862.0,3,43.0,32.44,104542.7
27040,1049.0,4,48.0,15.35,153438.95
27041,2395.0,0,23.0,17.2,337503.87
27042,3957.0,1,43.0,48.2,528900.27
27043,2968.0,6,51.0,31.43,446133.8
27044,2784.0,6,23.0,8.53,471333.51
27045,2801.0,2,17.0,33.5,406614.17
27046,3866.0,2,,39.96,556779.92
27047,1125.0,0,26.0,31.78,145627.52
27048,777.0,6,40.0,16.7,141320.08
27049,3689.0,7,4.0,10.3,620178.12
27050,792.0,5,4.0,39.12,119134.89
27051,2709.0,1,55.0,38.33,358727.55
27052,521.0,4,58.0,41.85,50788.2
27053,2221.0,5,25.0,29.7,331738.63
27054,2961.0,4,61.0,29.04,446748.27
27055,2082.0,0,28.0,41.99,257275.35
27056,3843.0,three,61.0,12.29,590053.43
27057,798.0,2,53.0,11.42,109712.82
27058,3415.0,5,27.0,45.7,487907.57
27059,2504.0,,41.0,17.76,344277.72
27060,2635.0,2,-1.0,19.69,408947.09
27061,2509.0,0,37.0,7.03,338344.53
27062,1810.0,2,31.0,48.11,210530.53
27063,1516.0,2,69.0,42.54,171387.39
27064,2749.0,5,37.0,29.13,411218.32
27065,3197.0,3,48.0,10.87,510265.7
27066,581.0,3,61.0,49.4,15374.84
27067,3395.0,7,29.0,9.41,537245.04
27068,2790.0,3,20.0,15.45,430327.19
27069,2550.0,4,11.0,18.81,385146.05
27070,1641.0,7,23.0,22.84,299454.73
27071,1281.0,7,,28.18,224056.41
27072,3320.0,7,47.0,19.82,527631.81
27073,"1,000",0,55.0,39.89,157738.07
27074,1813.0,0,55.0,22.97,206355.98
27075,3144.0,,35.0,32.74,397910.56
27076,2715.0,2,0.0,45.95,394877.66
27077,2531.0,5,68.0,42.88,354002.46
27078,3896.0,3,54.0,44.36,559081.03
27079,3796.0,6,26.0,5.13,609961.38
27080,736.0,4,1.0,36.98,98255.17
27081,3240.0,6,40.0,9.92,512606.08
27082,1935.0,0,-2.0,15.15,271277.8
27083,1427.0,4,35.0,45.42,196750.24
27084,2657.0,0,-5.0,41.64,
27085,1964.0,0,14.0,46.45,238346.17
27086,1926.0,6,21.0,24.39,295773.49
27087,1742.0,5,57.0,2.79,306690.88
27088,3251.0,2,30.0,43.28,462533.48
27089,2748.0,5,15.0,20.02,432116.99
27090,884.0,7,66.0,30.79,131382.52
27091,3092.0,7,47.0,0.66,516601.84
27092,1181.0,0,37.0,34.28,103695.9
27093,784.0,5,0.0,42.23,
27094,2837.0,7,67.0,21.07,433468.22
27095,2575.0,1,19.0,34.61,338332.2
27096,,1,66.0,18.35,-47423.24
27097,3111.0,7,8.0,30.46,508752.47
27098,679.0,2,61.0,11.66,73857.52
27099,3484.0,4,20.0,38.06,523701.81
27100,1485.0,3,17.0,28.96,206961.1
27101,,5,55.0,35.4,2208.26
27102,561.0,5,-2.0,34.16,96006.74
27103,2988.0,1,23.0,3.59,
27104,760.0,2,20.0,38.92,85474.34
27105,2716.0,0,23.0,45.36,321494.22
27106,3608.0,3,9.0,15.23,541763.27
27107,3443.0,7,57.0,43.16,514362.51
27108,1385.0,1,7.0,37.96,183661.16
27109,744.0,0,23.0,43.57,65192.76
27110,,0,60.0,1.26,-27185.63
27111,1994.0,0,49.0,19.32,238678.3
27112,915.0,3,37.0,22.42,117910.62
27113,3388.0,4,34.0,46.35,464036.41
27114,3073.0,4,36.0,39.84,456069.64
27115,3942.0,3,27.0,4.48,619095.41
27116,1239.0,7,23.0,33.82,182586.13
27117,2613.0,1,69.0,0.34,362790.54
27118,2331.0,0,57.0,35.36,278076.94
27119,3772.0,1,27.0,30.9,526895.34
27120,2011.0,4,4.0,26.62,334282.89
27121,1295.0,7,3.0,22.36,247526.14
27122,2852.0,7,45.0,28.42,463601.28
27123,2036.0,7,28.0,45.69,300450.35
27124,3938.0,3,64.0,1.82,572686.53
27125,1371.0,2,3.0,2.84,226307.97
27126,3332.0,4,63.0,34.77,475473.23
27127,2637.0,0,65.0,41.9,335686.71
27128,2249.0,3,-2.0,24.91,371870.81
27129,3657.0,2,64.0,38.5,504061.37
27130,1627.0,4,55.0,6.87,257853.1
27131,1264.0,,24.0,48.8,107351.29
27132,1837.0,0,40.0,34.85,227292.65
27133,3418.0,1,18.0,22.12,494994.63
27134,3086.0,2,-4.0,26.22,448744.85
27135,2573.0,0,37.0,49.52,313778.2
27136,3874.0,3,18.0,10.18,568024.95
27137,1465.0,4,63.0,1.1,224798.22
27138,1218.0,1,34.0,14.72,132292.37
27139,2667.0,1,49.0,28.67,390152.59
27140,2558.0,1,37.0,20.33,348646.95
27141,2176.0,2,56.0,17.24,314673.42
27142,2949.0,6,37.0,30.56,461122.27
27143,2665.0,6,34.0,31.13,396225.53
27144,1482.0,0,26.0,40.33,169693.99
27145,550.0,7,23.0,41.63,108136.57
27146,3515.0,5,60.0,6.32,533918.32
27147,2552.0,6,66.0,8.7,378218.07
27148,1141.0,7,60.0,5.98,221887.38
27149,2292.0,3,-3.0,25.91,358361.15
27150,2066.0,0,53.0,21.05,246067.66
27151,474.0,7,22.0,13.67,106319.19
27152,3262.0,4,-1.0,32.54,505250.85
27153,3386.0,1,12.0,32.76,458030.02
27154,2795.0,4,7.0,5.7,437163.08
27155,3557.0,1,22.0,11.89,487424.3
27156,2206.0,1,-2.0,36.79,284636.41
27157,1997.0,7,42.0,9.74,341560.12
27158,3249.0,7,62.0,27.69,506382.9
27159,1423.0,0,22.0,22.4,203975.13
27160,1583.0,5,38.0,12.05,247485.29
27161,1615.0,0,32.0,5.39,216220.46
27162,3218.0,7,68.0,20.98,464858.9
27163,1113.0,4,-2.0,17.81,200329.09
27164,3207.0,2,26.0,10.14,475716.22
27165,3281.0,1,-3.0,22.91,486376.13
27166,1637.0,5,36.0,47.32,239790.59
27167,3923.0,2,68.0,48.12,501119.88
27168,2831.0,4,26.0,37.14,437691.91
27169,637.0,5,61.0,25.07,75486.69
27170,2343.0,4,23.0,16.63,380013.48
27171,2700.0,5,50.0,2.44,425675.06
27172,3885.0,0,9.0,41.48,534744.82
27173,954.0,4,65.0,5.78,150849.43
27174,2530.0,0,38.0,41.75,319768.01
27175,427.0,3,62.0,26.11,46795.55
27176,1347.0,7,-5.0,39.97,214587.53
27177,3743.0,2,34.0,25.17,528591.27
27178,3462.0,5,27.0,8.53,531184.75
27179,1828.0,1,15.0,40.02,256114.88
27180,3521.0,0,13.0,38.07,495597.54
27181,2616.0,2,58.0,36.76,361309.75
27182,2314.0,3,12.0,37.0,307228.91
27183,431.0,4,-3.0,41.21,54644.14
27184,976.0,2,-3.0,21.93,132942.61
27185,3337.0,1,28.0,42.45,444267.99
27186,1489.0,3,4.0,11.02,226325.9
27187,3584.0,6,68.0,14.12,581981.98
27188,2251.0,3,56.0,7.82,338390.13
27189,1582.0,4,59.0,46.26,201184.63
27190,1057.0,4,48.0,16.91,148474.32
27191,2301.0,0,20.0,28.41,305645.8
27192,762.0,5,15.0,16.2,152392.75
27193,2080.0,3,17.0,27.2,310006.88
27194,1023.0,5,28.0,43.66,165821.92
27195,1175.0,4,41.0,48.65,140095.12
27196,3225.0,2,42.0,3.02,506323.79
27197,966.0,4,12.0,10.08,169586.18
27198,2288.0,3,-4.0,31.37,342959.06
27199,459.0,0,66.0,15.42,22623.04
27200,2170.0,4,65.0,0.91,333592.29
27201,3039.0,6,68.0,3.45,511209.46
27202,3198.0,2,24.0,34.98,449063.62
27203,3198.0,1,35.0,42.36,432329.87
27204,807.0,7,16.0,44.76,160509.11
27205,3583.0,1,33.0,16.24,513028.49
27206,1428.0,2,17.0,43.36,196232.12
27207,1640.0,7,50.0,0.87,295076.31
27208,642.0,4,20.0,33.98,81394.6
27209,1499.0,4,14.0,17.51,225156.7
27210,1363.0,5,8.0,30.18,210155.35
27211,2611.0,1,48.0,39.53,345444.13
27212,1360.0,0,1.0,,202953.09
27213,818.0,1,-5.0,38.51,129522.48
27214,1667.0,6,-2.0,27.5,311528.28
27215,2931.0,7,20.0,48.57,454954.37
27216,2684.0,7,24.0,18.66,432637.37
27217,2018.0,2,25.0,39.99,270058.1
27218,1301.0,0,14.0,5.1,181714.64
27219,2943.0,5,50.0,8.0,452624.31
27220,2522.0,,17.0,,388059.11
27221,835.0,2,15.0,11.87,115767.86
27222,1105.0,6,69.0,20.94,146711.07
27223,1053.0,1,47.0,19.18,158136.34
27224,,1,-5.0,14.45,7732.95
27225,2174.0,0,-5.0,8.58,308818.82
27226,2187.0,4,48.0,14.61,314312.12
27227,2041.0,7,59.0,2.08,340250.55
27228,2525.0,4,49.0,42.88,351307.47
27229,3835.0,7,37.0,42.82,584633.89
27230,2685.0,6,36.0,0.11,430093.55
27231,3338.0,1,0.0,27.15,480375.63
27232,2865.0,6,55.0,40.31,427084.15
27233,3088.0,4,3.0,8.88,476714.18
27234,2470.0,7,20.0,30.36,385955.91
27235,2192.0,2,50.0,7.34,311376.56
27236,1979.0,5,-4.0,30.22,306093.13
27237,2300.0,5,7.0,45.0,359311.85
27238,1598.0,5,63.0,37.53,185341.09
27239,1963.0,2,63.0,27.13,245154.24
27240,2929.0,4,47.0,40.78,432775.14
27241,1550.0,0,5.0,14.43,245141.86
27242,"1,000",2,69.0,2.33,101702.65
27243,3081.0,2,44.0,19.19,431201.97
27244,2022.0,2,-1.0,33.15,289938.59
27245,2290.0,2,52.0,9.52,297341.76
27246,1451.0,1,14.0,16.14,182863.0
27247,2900.0,2,1.0,2.22,485498.66
27248,2399.0,0,12.0,4.49,350864.88
27249,3966.0,3,22.0,16.44,597187.33
27250,3107.0,2,4.0,21.22,472054.17
27251,2627.0,5,29.0,42.23,379980.43
27252,,0,20.0,45.62,-63145.58
27253,3939.0,2,50.0,49.79,539923.0
27254,2976.0,5,-1.0,12.5,469404.13
27255,3604.0,6,50.0,19.72,552205.85
27256,2123.0,0,11.0,36.16,295562.11
27257,2632.0,3,58.0,47.82,364548.62
27258,3363.0,0,44.0,6.51,484826.92
27259,2132.0,4,64.0,34.76,273113.79
27260,1391.0,7,0.0,36.16,234650.06
27261,1841.0,2,31.0,34.57,248957.17
27262,961.0,6,67.0,28.56,132408.36
27263,1552.0,4,-5.0,1.68,282637.02
27264,2321.0,5,15.0,18.92,372012.47
27265,857.0,7,15.0,5.55,175007.94
27266,412.0,2,0.0,47.0,47560.18
27267,2853.0,5,2.0,16.67,449493.74
27268,1046.0,2,44.0,15.9,142655.91
27269,3694.0,4,19.0,10.0,581481.21
27270,2095.0,5,4.0,17.41,344217.34
27271,1105.0,2,12.0,7.62,184253.01
27272,2234.0,0,42.0,20.08,285156.37
27273,638.0,0,47.0,40.22,35891.76
27274,2612.0,3,32.0,1.64,399876.59
27275,2240.0,4,-4.0,26.99,361973.81
27276,3213.0,3,59.0,41.31,449237.52
27277,,3,36.0,35.65,-43574.27
27278,3374.0,0,36.0,0.91,480601.96
27279,2824.0,5,26.0,39.19,411847.46
27280,3287.0,3,10.0,36.31,502152.44
27281,2652.0,2,16.0,28.78,407756.07
27282,2127.0,4,53.0,42.71,302186.69
27283,3409.0,5,9.0,38.24,485465.32
27284,3731.0,3,25.0,23.28,569340.77
27285,3707.0,6,6.0,29.88,575366.33
27286,1837.0,7,14.0,41.37,302358.38
27287,"1,000",5,38.0,35.96,202571.01
27288,453.0,3,60.0,43.4,33668.74
27289,2733.0,6,44.0,45.95,394667.02
27290,700.0,7,40.0,46.67,141361.42
27291,3679.0,4,58.0,12.04,556475.98
27292,879.0,4,50.0,44.54,100924.51
27293,3858.0,3,64.0,29.06,541396.05
27294,2859.0,2,3.0,16.13,439011.91
27295,3816.0,1,-3.0,38.64,529649.3
27296,2350.0,5,55.0,33.91,342017.36
27297,2154.0,6,,32.34,360020.55
27298,3450.0,4,31.0,28.05,513933.01
27299,2972.0,3,51.0,21.67,415116.93
27300,3978.0,7,0.0,6.71,672582.22
27301,1642.0,2,-5.0,24.99,237640.72
